artist,related_artists
The Souljazz Orchestra,"['Cleon', 'Quantic and His Combo Barbaro', 'Renegades Of Jazz', 'Orlando Julius', 'John Milk', 'Bibi Tanga & The Selenites', 'Fanga', 'Jungle Fire', 'Mr Day', 'Lord Shorty & Vibrations International', 'Vaudou Game', 'Kinny & Horne', 'Funky Destination', 'The Dynamics', 'Hawa', 'The Sumo Brothers', 'Yahoos', 'Una Mas Trio', 'Espen Horne', 'Gyedu-Blay Ambolley and His Creations']"
The Soulsonic Force,"['Afrika Bambaataa', 'Newcleus', 'J.J. Fad', 'Planet Patrol', 'Twilight 22', 'The Egyptian Lover', 'Hashim', 'Whodini', 'Grandmaster Flash & The Furious Five', 'Kurtis Blow', 'Afrika Bambaataa & The Soulsonic Force', 'Man Parrish', 'Jonzun Crew', 'Dr. Jeckyll & Mr. Hyde', 'Rock Master Scott', 'M.C. Shy-D', 'Rob Base & DJ EZ Rock', 'Rock Master Scott & The Dynamic Three', 'Maggotron Crushing Crew', 'West Street Mob']"
The Sound,"['The Chameleons', 'The Glove', 'Sad Lovers & Giants', 'Red Lorry Yellow Lorry', 'THE NAMES', 'Rose Of Avalanche', 'Siglo xx', 'Comsat Angels', 'Magazine', 'The Birthday Party', 'Death Cult', 'Modern Eon', 'For Against', 'My Captains', 'Dalis Car', 'Colin Newman', 'The Danse Society', 'Crime & the City Solution', 'Virgin Prunes', 'Red Temple Spirits']"
The Sound Of Animals Fighting,"['Trophy Scars', 'Just Like Vinyl', 'Six Gallery', 'Damiera', 'Hrvrd', 'Circa Survive', 'PM Today', 'Fear Before The March Of Flames', 'Orbs', 'Glassjaw', 'Push over', 'Tides Of Man', 'As Cities Burn', 'The Receiving End Of Sirens', 'Kaddisfly', 'mewithoutYou', 'A Lot Like Birds', 'Stolas', 'O! The Joy', 'TTNG']"
The Soup Dragons,"['Big Audio Dynamite', 'Jesus Jones', 'Soho', 'The Farm', 'EMF', ""Stereo MC's"", 'Space', 'The Lightning Seeds', 'Republica', 'Big Country', 'Electronic', 'Dodgy', 'Adam Ant', 'Primal Scream', 'Aztec Camera', 'James', 'Black Grape', 'Sleeper', 'Monaco', 'The Mock Turtles']"
The Souther-Hillman-Furay Band,"['The Souther-Hillman-Furay Band', 'Longbranch/Pennywhistle', 'Richie Furay', 'Johnathan Edwards', 'Amazing Rhythm Aces', 'American Flyer', 'Delaney & Bonnie', 'Mason Proffit', 'Stephen Stills', 'Asylum Choir', 'Brave Belt', 'Iain Matthews', 'New Riders of the Purple Sage', 'デヴィッド・クロスビー', 'Ray Materick', 'Pousette-Dart Band', 'Leon Russell', 'Jesse Colin Young', 'Michael Nesmith', 'Cowboy']"
The Specials,"['The Beat', 'The Selecter', 'Bad Manners', 'Desmond Dekker & The Aces', 'The Undertones', 'The Jam', 'Buzzcocks', 'Madness', 'Ian Dury', 'Dandy Livingstone', 'The Bodysnatchers', 'Harry J Allstars', 'Toots & The Maytals', 'The Stranglers', 'The Specials and Fun Boy Three', 'Symarip', 'The Blockheads', 'The Only Ones', 'Junior Murvin', 'Desmond Dekker']"
The Spencer Davis Group,"['Small Faces', 'Them', 'The Nashville Teens', 'Chris Farlowe', 'Ashton, Gardner & Dyke', 'Wayne Fontana & The Mindbenders', 'Blue Mink', 'John Fred and His Playboy Band', 'Dave Dee, Dozy, Beaky, Mick & Tich', 'The Troggs', 'The Searchers', 'The Move', 'The Easybeats', 'Johnny Kidd & The Pirates', 'Paul Revere & The Raiders', 'The Lemon Pipers', 'Gary U.S. Bonds', 'R. Dean Taylor', 'The Swinging Blue Jeans', 'Eddie Cochran']"
The Spinners,"[""The O'Jays"", 'The Isley Brothers', 'Gladys Knight & The Pips', 'Harold Melvin & The Blue Notes', 'Cornelius Brothers & Sister Rose', 'The Brothers Johnson', 'McFadden & Whitehead', 'Four Tops', 'Al Wilson', 'Commodores', 'Heatwave', 'Rose Royce', 'The Chi-Lites', 'The Emotions', 'Average White Band', 'Smokey Robinson & The Miracles', 'Lou Rawls', 'Smokey Robinson', 'Carl Carlton', 'The Staple Singers']"
The Spotnicks,"['The Violents', 'Johnny & The Hurricanes', 'Mike Berry & The Outlaws', 'Sir Henry & His Butlers', 'Bob Moore', 'The String-A-Longs', 'Hans Edler', 'Whistling Jack Smith', 'Willy And His Giants', 'The Rocking Ghosts', 'Michael Cox', 'Shadoogie', 'Brian Poole', 'Jack Ross', 'The Royal Showband', 'The Shadows', 'The Desperates', 'Jan Fosshaugh & The Panters', 'René And His Alligators', 'The Cliffters']"
The Stairs,"['The Distractions', 'The Freshies', 'Cud', 'Kilburn & The High Roads', 'The Loft', 'The Golinski Brothers', 'Denim', 'The Yachts', 'Half Man Half Biscuit', 'Julian Cope', 'The Quads', 'World Of Twist', 'New Fast Automatic Daffodils', 'The Prisoners', 'Wah! Heat', 'Tweeds', 'Red Guitars', 'The Barracudas', 'Subway Sect', 'That Petrol Emotion']"
The Standells,"['The Chambers Brothers', 'The Shadows Of Knight', 'The Knickerbockers', 'Paul Revere & The Raiders', 'Count Five', 'Mitch Ryder and The Detroit Wheels', 'Music Explosion', 'The Creation', '? & The Mysterians', 'The Strangeloves', 'Bob Seger & The Last Heard', 'The Yardbirds', 'The Golliwogs', 'Syndicate Of Sound', 'The Blues Magoos', ""Flamin' Groovies"", 'The Remains', 'The Action', 'The Beau Brummels', 'The Rugbys']"
The Stands,"['Cosmic Rough Riders', 'Cotton Mather', 'Mull Historical Society', 'The Moons', 'Jonny', 'Murry The Hump', 'John Power', 'Hal', 'Shack', 'The Maybes?', 'The Primary 5', 'Pugwash', 'James Skelly & The Intenders', 'The Electric Soft Parade', 'The Crimea', 'The Webb Brothers', 'BMX Bandits', 'Engine Alley', 'Grant McLennan', 'Cinerama']"
The Stanley Brothers,"['Bill Monroe', 'The Country Gentlemen', 'Ralph Stanley', 'Bill Monroe & His Blue Grass Boys', 'Jim & Jesse', 'Jim and Jesse and the Virginia Boys', 'Lester Flatt', 'The Kentucky Colonels', 'Jimmy Martin', 'The Dillards', 'The Nashville Bluegrass Band', 'Mac Wiseman', 'J.D. Crowe & The New South', 'Larry Sparks', 'Earl Scruggs', 'Don Reno', 'Flatt & Scruggs', 'Benny Martin', 'Boone Creek', 'Stringbean']"
The Staple Singers,"['King Floyd', 'Jean Knight', 'Sly & The Family Stone', 'Jr. Walker & The All Stars', 'Rufus & Chaka Khan', 'Wilson Pickett', 'Gladys Knight & The Pips', 'Eddie Floyd', 'Clarence Carter', 'Betty Wright', 'The Spinners', 'Al Wilson', 'Ann Peebles', 'The Isley Brothers', 'Martha Reeves & The Vandellas', 'Charles Wright & The Watts 103rd Street Rhythm Band', ""The O'Jays"", 'The Impressions', 'Harold Melvin & The Blue Notes', 'The Undisputed Truth']"
The Statler Brothers,"['Leroy Van Dyke', 'Bobby Bare', 'Claude King', 'Johnny Horton', 'Buck Owens', 'Faron Young', 'Ferlin Husky', 'Tom T. Hall', 'Hank Snow', 'Hank Locklin', 'Don Gibson', 'Boxcar Willie', 'Little Jimmy Dickens', 'Ray Price', 'Roy Clark', 'The Tennessee Three', 'Jim Ed Brown', 'Johny Hortin', 'Buck Owens & The Buckaroos', 'Carl Smith']"
The Stems,"['The Saints', 'Screaming Tribesmen', 'The Riptides', 'Ups and Downs', 'DM3', 'Died Pretty', 'The Zimmermen', 'Tall Tales & True', 'The Eastern Dark', 'Even', 'Lime Spiders', 'Paul Collins Beat', 'The Someloves', 'The Aints!', 'Hitmen', 'Johnny Kannis', 'The Trilobites', 'The Celibate Rifles', 'Dirty Looks', 'The Numbers']"
The Stone Roses,"['Happy Mondays', 'The Charlatans', 'Pulp', 'The Jam', 'Inspiral Carpets', 'The Bluetones', 'Primal Scream', 'Ocean Colour Scene', 'The London Suede', 'The Libertines', 'The Seahorses', 'Longpigs', 'Cast', 'Ian Brown', ""Noel Gallagher's High Flying Birds"", 'Dodgy', 'James', 'The Undertones', 'Sleeper', 'Ash']"
The Stooges,"['MC5', 'New York Dolls', 'Richard Hell', 'The Sonics', 'Buzzcocks', 'Johnny Thunders & The Heartbreakers', 'Gang Of Four', 'The Damned', '999', 'Dead Boys', 'Johnny Thunders', 'X', 'The Gun Club', 'Sex Pistols', 'The Modern Lovers', 'The Slits', 'Television', 'Death', 'The Only Ones', '13th Floor Elevators']"
The Stranglers,"['Martha and the Muffins', 'T. Rex', 'Iggy Pop', 'David Bowie', 'Lou Reed', 'The Jam', 'Talking Heads', 'The Boomtown Rats', 'Madness', 'Patti Smith', 'Steve Harley & Cockney Rebel', 'The Kinks', 'Tubeway Army', 'Roxy Music', 'Ian Dury', 'Steve Harley', 'Jefferson Airplane', 'Talk Talk', 'The Blockheads', 'The Specials']"
The Streets,"['Jamie T', 'Dizzee Rascal', 'The Darker the Shadow the Brighter the Light', 'Ms. Dynamite', 'Just Jack', 'Plan B', 'M-Beat', 'The Mitchell Brothers', 'DJ Pied Piper & The Masters Of Ceremonies', 'DJ Luck & MC Neat', 'Billy Basic', 'KURUPT FM', 'Roots Manuva', 'The Manor', 'T. Power', 'Elf Kid', 'Goldie Lookin Chain', 'Oxide & Neutrino', '3 Of A Kind', 'The Ganja Kru']"
The String Cheese Incident,"['Keller Williams', 'Ekoostik Hookah', 'Tea Leaf Green', 'The Big Wu', 'moe.', 'Spafford', 'Strangefolk', 'Perpetual Groove', ""Umphrey's McGee"", 'Billy & The Kids', 'The Disco Biscuits', 'Widespread Panic', 'Trey Anastasio', 'Melvin Seals', 'Cabinet', 'The Heavy Pets', 'Assembly of Dust', 'The Werks', '30db', 'Phish']"
The String-A-Longs,"['Bob Moore', 'Frank Virture and The Virtues', 'Billy Joe & The Checkmates', 'Asia Minor', 'Russ Conway', 'The Spotnicks', 'New Vaudeville Band', 'Kokomo', 'Don Costa And His Orchestra', 'Ames Brothers', 'Eddie Calvert', 'Billy Vaughn', 'The Violents', 'Tony Meehan', 'Karel Duba se svým orchestrem', 'Hugo Montenegro', 'Floyd Cramer', 'Johnny & The Hurricanes', 'Hammond Organ', 'Ventures']"
The Strokes,"['Pixies', 'Radiohead', 'Alex Turner', 'The Drums', 'Franz Ferdinand', 'Cage The Elephant', 'Blur', 'The Smiths', 'Supergrass', 'Tame Impala', 'MGMT', 'Vampire Weekend', 'Gorillaz', 'Weezer', 'Interpol', 'The Last Shadow Puppets', ""Her's"", 'Peter Bjorn and John', 'Two Door Cinema Club', 'Arcade Fire']"
The Style Council,"['Prefab Sprout', 'Aztec Camera', 'The Lotus Eaters', 'Curiosity Killed The Cat', 'The Blow Monkeys', 'Haircut 100', 'The Colourfield', 'The Kane Gang', 'Joe Jackson', 'Lloyd Cole and the Commotions', 'China Crisis', 'Mark Ramsden', ""It's Immaterial"", 'Rosie Vela', 'Fun Boy Three', 'Scritti Politti', 'Paul Weller', 'Simon Skinner', 'Tom Robinson', 'Roxy Music']"
The Stylistics,"['Blue Magic', 'Smokey Robinson', 'The Manhattans', 'Major Harris', 'The Chi-Lites', 'The Floaters', 'Larry Graham', 'Harold Melvin & The Blue Notes', 'Ray, Goodman & Brown', 'Marilyn McCoo', 'Billy Davis Jr.', 'Rose Royce', 'Heatwave', 'Debra Laws', 'Patti LaBelle', 'Eddie Holman', 'The Main Ingredient', 'DeBarge', 'The Moments', 'The Originals']"
The Sugarcubes,"['Sykurmolarnir', 'Throwing Muses', 'The Jesus and Mary Chain', 'Lush', 'The Breeders', 'Sonic Youth', 'PJ Harvey', 'The Raincoats', 'XTC', 'Saint Etienne', 'Ultra Vivid Scene', 'Kitchens Of Distinction', 'Belly', 'Suicide', 'The Passions', 'Björk', 'Television', 'Poly Styrene', 'This Mortal Coil', 'Drugstore']"
The Sugarhill Gang,"['Run–D.M.C.', 'Grandmaster Flash & The Furious Five', 'DJ Jazzy Jeff & The Fresh Prince', 'Salt-N-Pepa', 'Kool & The Gang', 'Kurtis Blow', 'Rick James', 'CHIC', 'House Of Pain', 'Young MC', 'Grandmaster Flash', 'The Emotions', 'The Furious Five', 'James Brown', 'The Trammps', 'Hot Chocolate', 'The Jacksons', 'Anita Ward', 'Rob Base & DJ EZ Rock', 'Kris Kross']"
The Suicide Twins,"['The Cherry Bombz', 'Pete Malmi', 'Smack', 'Fallen Angels', 'Hanoi Rocks', 'Nights Of Iguana', 'Jan Stenfors', 'Demolition 23', ""The Dogs D'Amour"", 'Shooting Gallery', 'Andy McCoy', 'Michael Monroe', 'The Throbs', 'Backsliders', 'Havana Black', 'The Killer Kane Band', 'Chequered Past', 'Girl', 'Heavy Metal Kids', 'Lisa Dominique']"
The Sultans,"['Brothers Johnsons', 'Simon Harris', 'Rollerblade', 'Twin Pitch', 'Felicia', 'THE DISCO', 'Hardhouse', 'Chocolate Fudge', 'Clubland', 'A3', 'A Very Good Friend of Mine', 'System VIII', 'Gary Vonqwest', 'Rusty', 'Choo Choo Project', 'Simone', 'Tribal Infusion', 'Da Mob', 'Bini & Martini', 'Preluxe']"
The Sundays,"['Pale Saints', 'Cocteau Twins', 'Mojave 3', 'Lush', 'Strawberry Switchblade', 'Shudder To Think', 'Fiona Apple', 'Elliott Smith', 'Eiafuawn', 'Lois', 'Slowdive', 'Kitty Craft', 'Swallow', 'Jeff Buckley', 'my bloody valentine', 'LSD and the Search for God', 'Saturday Looks Good To Me', 'Ozean', 'Drop Nineteens', 'Fog Lake']"
The Supernaturals,"['The Boo Radleys', 'The Mock Turtles', 'Dodgy', 'Menswear', 'The Wonder Stuff', 'Cast', 'The Frank And Walters', 'The Bluetones', 'Airhead', 'Northern Uproar', 'My Life Story', 'Echobelly', 'Longpigs', 'Catatonia', 'Kingmaker', 'Shed Seven', 'Marion', 'Inspiral Carpets', 'Mull Historical Society', 'McAlmont & Butler']"
The Supremes,"['Four Tops', 'Fontella Bass', 'Martha Reeves & The Vandellas', 'The Marvelettes', 'Jackie Wilson', 'The Shirelles', 'Maurice Williams', 'The Zodiacs', 'Sonny & Cher', 'The Drifters', 'The Contours', 'Frankie Valli & The Four Seasons', 'Aretha Franklin', 'Jimmy Ruffin', 'Sam Cooke', 'The 5th Dimension', 'Kim Weston', 'Little Eva', 'Bruce Channel', 'LaBelle']"
The Tallest Man On Earth,"['The Barr Brothers', 'Great Lake Swimmers', 'Damien Jurado', 'Blind Pilot', 'Phosphorescent', 'The Milk Carton Kids', 'The Swell Season', 'Volcano Choir', 'J. Tillman', 'Johnny Flynn', 'Horse Feathers', 'Joe Purdy', 'José González', 'Elvis Perkins', 'Blood Music', 'Matthew And The Atlas', 'Bowerbirds', 'The Low Anthem', 'Isbells', 'Benjamin Francis Leftwich']"
The Tea Street Band,"['Orphan Boy', 'Man Made', 'The Draymin', 'Big Image', 'Reclaim Vienna', 'Extranauts', 'Social Room', 'Neon Waltz', 'Vega Rally', 'The Rifles', 'Captain', 'The Little Kicks', 'Skint & Demoralised', 'THE FEENS', 'Skylights', 'Reverend And The Makers', 'The Book Club', 'Director', 'The Tapestry', 'Good Cop Bad Cop']"
The Tear Garden,"['The Legendary Pink Dots', 'Clock DVA', 'Miranda Sex Garden', 'Test Dept', 'Dalis Car', 'Spk', 'In Camera', 'Lycia', 'Virgin Prunes', 'Red Temple Spirits', 'The Glove', 'Babyland', 'Doubting Thomas', 'Trisomie 21', 'Boyd Rice', 'Andi Sex Gang', 'Click Click', 'Iron Curtain', 'Sleeping Dogs Wake', 'Cabaret Voltaire']"
The Teardrop Explodes,"['Julian Cope', 'The Associates', 'Fun Boy Three', 'That Petrol Emotion', 'Altered Images', 'Pete Shelley', 'Wah! Heat', 'Department S', 'Bourgie Bourgie', 'Furniture', 'The Higsons', 'Public Image Ltd.', 'Magazine', 'Red Guitars', 'Swansway', 'Japan', 'The Colourfield', 'Spear Of Destiny', 'The House of Love', 'The Woodentops']"
The Tears,"['Gene', 'Strangelove', 'Marion', 'Hurricane #1', 'Suede', 'Geneva', 'Echobelly', 'The Electric Soft Parade', 'Menswear', 'JJ72', 'The Auteurs', 'Kingmaker', 'My Life Story', 'The Dylans', 'The Real People', 'James Dean Bradfield', 'Cinerama', 'Delays', 'Longpigs', 'Mull Historical Society']"
The Telescopes,"['Bailter Space', 'Smashing Orange', 'Teenage Filmstars', 'Loop', 'The Faith Healers', 'Quickspace', 'Rollerskate Skinny', 'Blind Mr. Jones', 'The Charlottes', 'Spirea X', '14 Iced Bears', 'The Prayers', 'The Moles', 'Serena-Maneesh', 'The Veldt', 'Air Miami', 'Small World Experience', 'Bethany Curve', 'Black Tambourine', 'The Belltower']"
The Temptations,"['Marvin Gaye', 'Four Tops', 'Sam Cooke', 'Al Green', 'Commodores', 'Stevie Wonder', 'Tammi Terrell', 'Gladys Knight & The Pips', 'Otis Redding', 'The Supremes', 'Smokey Robinson & The Miracles', 'The Spinners', 'The Five Stairsteps', 'Frankie Valli & The Four Seasons', 'Bill Withers', 'Aretha Franklin', 'The Jackson 5', 'The Marvelettes', 'Billy Paul Williams', 'Percy Sledge']"
The The,"['Mercury Rev', 'The House of Love', 'Julian Cope', 'The Woodentops', 'Lloyd Cole and the Commotions', 'The Go-Betweens', 'The Church', 'XTC', 'The Passions', 'Red Guitars', 'The Blue Aeroplanes', 'The Jesus and Mary Chain', 'Primal Scream', 'Nick Cave & The Bad Seeds', 'The Chills', 'The Teardrop Explodes', 'Public Image Ltd.', 'World Party', 'The Stars Of Heaven', 'Fun Boy Three']"
The Three Degrees,"['Yvonne Elliman', 'Tavares', 'Dionne Warwick', 'Captain & Tennille', 'Sweet Sensation', 'Champaign', 'Samantha Sang', 'Leo Sayer', 'Hues Corporation', 'Johnny Bristol', 'Diana Ross & The Supremes', 'David Soul', 'George McCrae', 'Andy Gibb', 'Sheena Easton', 'Alicia Bridges', 'Randy VanWarmer', 'Marilyn McCoo', 'Lulu', 'Lou Rawls']"
The Thrills,"['Ascension', 'Andy Bury', 'Matt Darey', 'Jonas Steur', 'Solarstone', 'Solid Sessions', 'Jan Johnston', 'Lange', 'Chakra', 'Pulser', 'DT8 Project', 'Mike Foyle', 'Gouryella', 'Breakfast', 'The Space Brothers', 'Ridgewalkers', 'Kamaya Painters', 'Interstate', 'Mike Koglin', 'Adam White']"
The Time,"['The New Power Generation', 'Morris Day', 'Jesse Johnson', 'The Time', 'George Clinton & The P-Funk All Stars', 'The New Power Generation Orchestra', 'André Cymone', 'fDeluxe', 'Marlon Jackson', 'Jason Wilson', 'Randy & The Gypsys', 'Sterling Silver Starship', 'Rebbie Jackson', 'Ta Mara & The Seen', 'dáKRASH', 'The Furious 5', 'Firefox', 'E U', 'Secret Weapon', ""Bootsy Collins & Bootsy's New Rubber Band""]"
The Ting Tings,"['Gossip', 'Scissor Sisters', 'The Asteroids Galaxy Tour', 'Black Kids', 'Operator Please', 'Lily Allen', 'EMF', 'Republica', 'Kate Nash', 'Yeah Yeah Yeahs', 'LEN', 'Little Boots', 'Santigold', 'Tegan and Sara', 'CSS', 'The Pipettes', 'Len', 'Cornershop', 'Ladyhawke', 'The Faders']"
The Toasters,"['The Scofflaws', 'Bim Skala Bim', ""Let's Go Bowling"", 'The Pietasters', 'Undercover S.K.A', 'The Gadjits', 'Ruder Than You', 'Mephiskapheles', 'Tim Armstrong', 'Pocket Lent', 'King Apparatus', ""Skankin' Pickle"", 'The Planet Smashers', 'Stubborn All-Stars', ""Deal's Gone Bad"", 'Dirty Revolution', 'The Slackers', 'Hub City Stompers', 'Hepcat', 'No Torso']"
The Tornadoes,"['The Marketts', 'The Centurians', 'Revels', 'The Belairs', 'Dick Dale & His Del-Tones', 'The Sentinals', 'The Pyramids', 'The Revels', 'The Surftones', 'The Lively Ones', 'Eddie Beram', 'The Challengers', 'The Chantays', 'Link Wray & The Wraymen', 'The Original Surfaris', 'The Hustlers', 'The Big Six', 'Preston Epps', 'Kingsmen', 'The Hunters']"
The Tornados,"['John Leyton', 'Tony Meehan', 'B. Bumble & The Stingers', 'Dave Dee, Dozy, Beaky, Mick & Tich', 'The Shadows', 'Unit 4 + 2', 'Sandy Nelson', 'Jet Harris & Tony Meehan', 'The Lemon Pipers', 'The Electric Indian', 'The Honeycombs', 'The Walker Brothers', 'Duane Eddy', 'The Searchers', 'Sounds Incorporated', 'Dave Berry', 'The Cougars', 'New Vaudeville Band', 'The T-Bones', 'Billy Joe & The Checkmates']"
The Tossers,"['The Mahones', 'Greenland Whalefishers', 'Blood or Whiskey', 'The Bloody Irish Boys', 'Blaggards', 'The Mighty Regis', 'The Gobshites', 'Young Dubliners', 'Black Tartan Clan', 'The Killigans', 'Rum Rebellion', 'The Currency', 'The Peelers', 'The Vandon Arms', 'The Pubcrawlers', 'Sir Reg', 'The Skels', 'Brick Top Blaggers', '1916', 'Kilmaine Saints']"
The Touré-Raichel Collective,"['Volker Goetze', 'Rokia Traoré', 'Kalaban Coura', 'Samba Touré', 'Ali Farka Touré', 'Geoffrey Oryema', 'Ablaye Cissoko', 'Ayub Ogada', 'Trevor Warren', 'Toumani Diabaté', 'Boubacar Traoré', '3MA', 'Kélétigui Diabaté', 'Rajery', 'Lala Njava', 'Nuru Kane', 'Imarhan', 'Abou Diarra', 'Mich Gerber', 'Mamani Keïta']"
The Trammps,"['CHIC', 'Sister Sledge', 'KC & The Sunshine Band', 'Kool & The Gang', 'Donna Summer', 'Thelma Houston', 'Hues Corporation', 'Hot Chocolate', 'LaBelle', 'Anita Ward', 'Van McCoy & The Soul City Symphony', 'Dan Hartman', 'Tavares', 'The Pointer Sisters', 'The Emotions', 'Amii Stewart', 'Billy Ocean', 'The Jacksons', 'Sylvester', 'Diana Ross']"
The Treacherous Three,"['Crash Crew', 'Melle Mel & Scorpio & The Furious Five & Cowboy', ""Fresh 3 MC's"", 'The Furious 5', 'Original Concept', 'Utfo', 'Kool Moe Dee', 'Cutmaster Dc', 'Cash Money & Marvelous', 'Jimmy Spicer', 'Just-Ice', 'Dana Dane', 'Steady B', 'Pebblee Poo', 'Pumpkin', 'Miracle Mike & The Ladies Of The 80s', 'Mc Shan', 'Cool C', 'Dr. Jeckyll & Mr. Hyde', 'Fearless Four']"
The Tremeloes,"['Crispian St. Peters', 'The New Seekers', 'The Fortunes', ""Herman's Hermits"", 'The Shadows', 'The Searchers', 'Gene Pitney', 'Christie', 'Chicory Tip', 'Helen Shapiro', 'Peter And Gordon', 'The Flower Pot Men', 'The Honeycombs', 'Tommy Roe', 'Mindbenders', 'Billy J. Kramer', 'The Dakotas', 'The Seekers', 'David & Jonathan', 'Middle Of The Road']"
The Triffids,"['The Go-Betweens', 'Died Pretty', 'Ed Kuepper', 'Grant McLennan', 'A House', 'Lloyd Cole and the Commotions', 'Julian Cope', 'Tall Tales & True', 'Falling Joys', 'The Blue Aeroplanes', 'Dave Graney & The Coral Snakes', 'The Hummingbirds', 'Ups and Downs', 'Straitjacket Fits', 'World Party', 'The House of Love', 'the Daintees', 'The Blackeyed Susans', 'David McComb', 'That Petrol Emotion']"
The Troggs,"['Manfred Mann', 'The McCoys', 'The Kingsmen', 'The Easybeats', 'Them', 'T. Rex', 'ホリーズ', 'スペンサー・デイヴィス・グループ', 'Barry McGuire', 'The Bobby Fuller Four', 'The Kinks', 'The Box Tops', 'Eddie Cochran', 'The Spencer Davis Group', ""The Lovin' Spoonful"", 'Little Eva', 'Del Shannon', 'The Byrds', 'Tommy James & The Shondells', ""Herman's Hermits""]"
The Turbo A.C.'s,"['Electric Frankenstein', 'New Bomb Turks', 'The Briefs', 'The Humpers', 'Nine Pound Hammer', 'Suede Razors', 'Criminal Kids', 'The Black Halos', 'The Peepshows', 'Throw Rag', 'Puffball', 'Ravagers', 'The Generators', 'Bad Chopper', '""DEMONS""', 'The Candy Snatchers', 'Hanson Brothers', 'Hudson Falcons', 'River City Rebels', 'Reno Divorce']"
The Turtles,"['Frankie Valli', 'The Mamas & The Papas', 'The Animals', 'Dexys Midnight Runners', 'Nancy Sinatra', 'Electric Light Orchestra', 'Kiki Dee', 'Pilot', 'Billy Joel', 'Queen', 'Redbone', 'Blue Swede', 'Roy Orbison', 'The Beatles', 'The Beach Boys', 'Blondie', 'John Lennon', 'Rupert Holmes', ""Gilbert O'Sullivan"", 'Bee Gees']"
The Twilight Singers,"['The Afghan Whigs', 'The Gutter Twins', 'Greg Dulli', 'James Hall', 'Shearwater', 'Brad', 'Calla', 'Mark Lanegan', 'The Dears', 'Satchel', 'Grant Lee Buffalo', 'Drugstore', 'The Posies', 'Courtney Taylor-Taylor', 'Howling Bells', 'Bob Mould', 'The Sheila Divine', 'The Cooper Temple Clause', 'RNDM', 'Buffalo Tom']"
The Undertones,"['The Only Ones', 'The Jam', 'Buzzcocks', 'Skids', 'The Members', 'Jilted John', 'Stiff Little Fingers', 'Eddie & The Hot Rods', 'The Ruts', 'Tenpole Tudor', 'Ian Dury', 'The Rezillos', 'Adam & The Ants', 'Inspiral Carpets', 'Sham 69', 'Sultans Of Ping F.C.', 'The Specials', 'The Beat', 'Splodgenessabounds', 'The Blockheads']"
The United States Of America,"['CAKE', 'Harvey Danger', 'Everclear', 'Violent Femmes', 'Butthole Surfers', 'Marcy Playground', 'Toadies', 'The Mighty Mighty Bosstones', 'Citizen King', 'Blind Melon', 'Cracker', ""Jane's Addiction"", 'Beastie Boys', 'Weezer', 'Bush', 'Local H', 'Beck', 'Eve 6', 'Stone Temple Pilots', 'Tripping Daisy']"
The Vaccines,"['Mystery Jets', 'Peace', 'The Maccabees', 'Spector', 'Circa Waves', 'The Libertines', 'The Pigeon Detectives', 'Miles Kane', 'The Cribs', 'Jake Bugg', 'Catfish and the Bottlemen', 'Dirty Pretty Things', 'Bombay Bicycle Club', 'Klaxons', 'The Kooks', 'Viola Beach', 'Blossoms', 'The Coral', 'The Wombats', 'Tribes']"
The Vaselines,"['Frank Black', 'Wire', 'The Amps', 'Sebadoh', 'The Raincoats', 'Mission Of Burma', 'Guided By Voices', 'Television', 'Beat Happening', 'Richard Hell', 'Mekons', 'Dinosaur Jr.', 'The Gun Club', 'The Boys Next Door', 'Sonic Youth', 'The Gun Club', 'Throwing Muses', 'Hüsker Dü', 'The Replacements', 'The Jesus and Mary Chain']"
The Vaughan Brothers,"['The Fabulous Thunderbirds', 'Jeff Healey', 'Lonnie Mack', 'Double Trouble', 'Johnny Winter', 'Guitar Shorty', 'Doyle Bramhall', 'Paul Raymond', 'The Dickey Betts Band', 'Chris Duarte', 'Coco Montoya', 'Savoy Brown', 'Jonny Lang', 'Corey Stevens', 'Mick Taylor', 'Steve Gaines', 'Johnny Copeland', 'Jimmie Vaughan', 'Albert Collins', 'Danny Gatton']"
The Velvet Underground,"['Nico', 'Love', 'Nick Drake', 'The West Coast Pop Art Experimental Band', 'Tim Buckley', 'Lou Reed', 'Television', 'Big Star', 'Elliott Smith', 'The Modern Lovers', 'The Zombies', 'Donovan', 'David Bowie', 'The Kinks', 'Linda McCartney', 'Jeff Buckley', 'Talking Heads', 'Belle and Sebastian', 'Daniel Johnston', 'Bob Dylan']"
The Verve,"['R.E.M.', 'U2', 'New Radicals', 'The Police', 'Crowded House', 'Semisonic', 'Simple Minds', 'Counting Crows', 'Travis', 'Lenny Kravitz', 'The Cranberries', 'Spin Doctors', 'INXS', 'Oasis', 'Kings of Leon', 'Crash Test Dummies', 'Edwyn Collins', 'Urge Overkill', '4 Non Blondes', 'Supergrass']"
The Verve Pipe,"['Tonic', 'Gin Blossoms', 'Better Than Ezra', 'Matchbox Twenty', 'Vertical Horizon', 'Sister Hazel', 'Eve 6', 'Blessid Union Of Souls', 'Everclear', 'Collective Soul', 'Third Eye Blind', 'Dishwalla', 'Shawn Mullins', 'Our Lady Peace', 'Fuel', 'Hootie & The Blowfish', 'Toad The Wet Sprocket', 'Duncan Sheik', 'Nine Days', 'The Wallflowers']"
